customer_id,recency_days,frequency,monetary,R_score,F_score,M_score,RFM_score,segment,city,city_tier
CUST01175,393,6,10312.74,2,5,5,12,At Risk (High Value),Kolkata,Tier 1
CUST01176,552,1,2202.21,1,1,2,4,Lost,Chennai,Tier 1
CUST01179,218,4,6403.0599999999995,3,5,4,12,Potential Loyalists,Ahmedabad,Tier 1
CUST01180,384,3,4967.6900000000005,2,4,4,10,At Risk (High Value),Chennai,Tier 1
CUST01181,280,2,1334.44,3,3,2,8,Potential Loyalists,Guwahati,Tier 3
CUST01182,362,3,4698.86,2,4,4,10,At Risk (High Value),Bengaluru,Tier 1
CUST01183,206,2,1483.01,3,3,2,8,Potential Loyalists,Kolkata,Tier 1
CUST01184,186,4,5764.35,4,5,4,13,Champions,Vadodara,Tier 2
CUST01185,407,1,302.81,2,1,1,4,Lost,Mumbai,Tier 1
CUST01186,636,2,4202.56,1,3,3,7,Hibernating,Vadodara,Tier 2
CUST01187,271,2,1507.51,3,3,2,8,Potential Loyalists,Pune,Tier 1
CUST01188,602,2,3462.0600000000004,1,3,3,7,Hibernating,Mumbai,Tier 1
CUST01189,84,1,745.87,4,1,1,6,New Customers,Bengaluru,Tier 1
CUST01190,200,1,605.03,3,1,1,5,Need Attention,Pune,Tier 1
CUST01191,124,1,1411.58,4,1,2,7,New Customers,Mumbai,Tier 1
CUST01192,199,1,2739.28,4,1,3,8,New Customers,Kolkata,Tier 1
CUST01193,203,3,6048.66,3,4,4,11,Potential Loyalists,Bengaluru,Tier 1
CUST01194,488,1,2599.78,2,1,3,6,Hibernating,Kolkata,Tier 1
CUST01195,133,1,1820.07,4,1,2,7,New Customers,Mumbai,Tier 1
CUST01196,116,3,5790.12,4,4,4,12,Champions,Indore,Tier 2
CUST01197,580,1,700.93,1,1,1,3,Lost,Raipur,Tier 3
CUST01198,619,3,10257.28,1,4,5,10,At Risk (High Value),Ranchi,Tier 3
CUST01199,244,1,1346.44,3,1,2,6,Need Attention,Ahmedabad,Tier 1
CUST01200,490,2,2516.72,1,3,2,6,Hibernating,Mumbai,Tier 1
CUST01202,531,2,6879.900000000001,1,3,5,9,Hibernating,Mumbai,Tier 1
CUST01203,384,1,821.51,2,1,1,4,Lost,Mumbai,Tier 1
CUST01204,534,1,1037.29,1,1,1,3,Lost,Bengaluru,Tier 1
CUST01206,495,1,687.47,1,1,1,3,Lost,Jaipur,Tier 2
CUST01207,219,1,1741.6,3,1,2,6,Need Attention,Pune,Tier 1
CUST01208,456,2,7323.02,2,3,5,10,Hibernating,Hyderabad,Tier 1
CUST01209,109,4,6618.27,4,5,4,13,Champions,Bengaluru,Tier 1
CUST01210,49,4,5092.42,5,5,4,14,Champions,Dehradun,Tier 3
CUST01211,416,3,4391.86,2,4,4,10,At Risk (High Value),Hyderabad,Tier 1
CUST01212,687,1,656.1,1,1,1,3,Lost,Hyderabad,Tier 1
CUST01213,638,2,3488.3399999999997,1,3,3,7,Hibernating,Delhi,Tier 1
CUST01214,8,2,2209.31,5,3,2,10,Loyal Customers,Lucknow,Tier 2
CUST01215,324,2,2763.74,3,3,3,9,Potential Loyalists,Pune,Tier 1
CUST01217,613,1,1033.9,1,1,1,3,Lost,Mumbai,Tier 1
CUST01218,150,4,5988.28,4,5,4,13,Champions,Pune,Tier 1
CUST01219,360,3,11203.94,2,4,5,11,At Risk (High Value),Pune,Tier 1
CUST01221,279,2,3708.51,3,3,3,9,Potential Loyalists,Nashik,Tier 2
CUST01222,125,1,4490.24,4,1,4,9,New Customers,Delhi,Tier 1
CUST01223,118,1,2240.0,4,1,2,7,New Customers,Hyderabad,Tier 1
CUST01224,9,3,2737.86,5,4,3,12,Loyal Customers,Kanpur,Tier 2
CUST01225,605,1,1310.75,1,1,2,4,Lost,Hyderabad,Tier 1
CUST01226,84,1,2023.14,4,1,2,7,New Customers,Kolkata,Tier 1
CUST01227,369,1,1775.81,2,1,2,5,Lost,Hyderabad,Tier 1
CUST01228,202,4,12758.83,3,5,5,13,Potential Loyalists,Bengaluru,Tier 1
CUST01229,8,5,8543.2,5,5,5,15,Champions,Jodhpur,Tier 3
CUST01230,345,1,3146.57,2,1,3,6,Hibernating,Hyderabad,Tier 1
CUST01231,419,4,6772.04,2,5,4,11,At Risk (High Value),Coimbatore,Tier 2
CUST01233,224,1,1271.92,3,1,1,5,Need Attention,Delhi,Tier 1
CUST01234,211,2,6121.95,3,3,4,10,Potential Loyalists,Mumbai,Tier 1
CUST01235,90,1,393.77,4,1,1,6,New Customers,Pune,Tier 1
CUST01236,360,2,2266.0,2,3,2,7,Hibernating,Hyderabad,Tier 1
CUST01237,300,6,16020.090000000002,3,5,5,13,Potential Loyalists,Indore,Tier 2
CUST01239,576,1,481.43,1,1,1,3,Lost,Ranchi,Tier 3
CUST01242,164,5,12806.45,4,5,5,14,Champions,Jaipur,Tier 2
CUST01243,624,1,12161.67,1,1,5,7,Hibernating,Jaipur,Tier 2
CUST01245,370,2,5799.84,2,3,4,9,Hibernating,Ahmedabad,Tier 1
CUST01246,12,1,1880.85,5,1,2,8,New Customers,Kolkata,Tier 1
CUST01248,667,2,5589.23,1,3,4,8,Hibernating,Mumbai,Tier 1
CUST01249,636,1,807.42,1,1,1,3,Lost,Patna,Tier 2
CUST01250,185,5,9732.24,4,5,5,14,Champions,Kolkata,Tier 1
CUST01251,314,5,9112.87,3,5,5,13,Potential Loyalists,Lucknow,Tier 2
CUST01252,227,2,3986.73,3,3,3,9,Potential Loyalists,Chennai,Tier 1
CUST01253,328,4,5313.53,3,5,4,12,Potential Loyalists,Mumbai,Tier 1
CUST01257,353,2,3254.07,2,3,3,8,Hibernating,Delhi,Tier 1
CUST01258,672,1,2158.18,1,1,2,4,Lost,Chennai,Tier 1
CUST01259,569,1,2911.71,1,1,3,5,Hibernating,Mumbai,Tier 1
CUST01260,45,2,8342.35,5,3,5,13,Loyal Customers,Kolkata,Tier 1
CUST01261,356,3,6087.750000000001,2,4,4,10,At Risk (High Value),Bengaluru,Tier 1
CUST01262,130,3,4977.280000000001,4,4,4,12,Champions,Lucknow,Tier 2
CUST01263,594,1,1455.97,1,1,2,4,Lost,Bengaluru,Tier 1
CUST01264,437,1,2285.42,2,1,2,5,Lost,Hyderabad,Tier 1
CUST01265,244,2,4274.67,3,3,4,10,Potential Loyalists,Mumbai,Tier 1
CUST01266,231,1,803.55,3,1,1,5,Need Attention,Mumbai,Tier 1
CUST01267,459,6,13945.02,2,5,5,12,At Risk (High Value),Hyderabad,Tier 1
CUST01268,419,1,353.49,2,1,1,4,Lost,Chennai,Tier 1
CUST01270,387,2,2364.67,2,3,2,7,Hibernating,Bengaluru,Tier 1
CUST01271,272,1,3567.28,3,1,3,7,Need Attention,Pune,Tier 1
CUST01272,223,1,1445.17,3,2,2,7,Need Attention,Indore,Tier 2
CUST01273,8,2,6642.82,5,3,4,12,Loyal Customers,Jaipur,Tier 2
CUST01274,125,1,3869.65,4,2,3,9,New Customers,Mumbai,Tier 1
CUST01275,179,2,10029.53,4,3,5,12,Loyal Customers,Chennai,Tier 1
CUST01276,605,1,4109.81,1,2,3,6,Hibernating,Mumbai,Tier 1
CUST01278,317,2,2634.63,3,3,3,9,Potential Loyalists,Amritsar,Tier 3
CUST01279,482,3,10964.37,2,4,5,11,At Risk (High Value),Delhi,Tier 1
CUST01280,229,1,1379.5,3,2,2,7,Need Attention,Chennai,Tier 1
CUST01281,18,3,20544.28,5,4,5,14,Champions,Kolkata,Tier 1
CUST01283,370,3,4736.46,2,4,4,10,At Risk (High Value),Kolkata,Tier 1
CUST01284,259,1,1024.67,3,2,1,6,Need Attention,Mumbai,Tier 1
CUST01285,27,3,3038.7200000000003,5,4,3,12,Loyal Customers,Bengaluru,Tier 1
CUST01286,558,2,1957.04,1,3,2,6,Hibernating,Chennai,Tier 1
CUST01287,16,4,7965.509999999999,5,5,5,15,Champions,Mumbai,Tier 1
CUST01288,319,1,4994.94,3,2,4,9,Need Attention,Bengaluru,Tier 1
CUST01289,586,1,7073.78,1,2,5,8,Hibernating,Mumbai,Tier 1
CUST01290,542,1,969.56,1,2,1,4,Lost,Mumbai,Tier 1
CUST01291,430,6,13665.25,2,5,5,12,At Risk (High Value),Hyderabad,Tier 1
CUST01293,52,1,2279.28,5,2,2,9,New Customers,Kolkata,Tier 1
CUST01294,83,1,1015.49,4,2,1,7,New Customers,Pune,Tier 1
CUST01295,150,2,4804.7,4,3,4,11,Loyal Customers,Lucknow,Tier 2
CUST01296,489,1,2989.24,1,2,3,6,Hibernating,Delhi,Tier 1
CUST01297,25,6,5305.14,5,5,4,14,Champions,Delhi,Tier 1
CUST01298,41,3,1081.56,5,4,1,10,Loyal Customers,Mumbai,Tier 1
CUST01299,47,5,18253.559999999998,5,5,5,15,Champions,Kolkata,Tier 1
CUST01301,585,3,3524.3599999999997,1,4,3,8,Hibernating,Mumbai,Tier 1
CUST01302,69,2,3633.0,5,3,3,11,Loyal Customers,Vadodara,Tier 2
CUST01303,342,1,1494.71,2,2,2,6,Lost,Mumbai,Tier 1
CUST01304,571,4,6502.12,1,5,4,10,At Risk (High Value),Chennai,Tier 1
CUST01306,190,6,8654.56,4,5,5,14,Champions,Indore,Tier 2
CUST01307,126,2,5888.860000000001,4,3,4,11,Loyal Customers,Ahmedabad,Tier 1
CUST01309,674,1,294.11,1,2,1,4,Lost,Bengaluru,Tier 1
CUST01310,126,2,1672.8700000000001,4,3,2,9,Loyal Customers,Surat,Tier 2
CUST01311,86,1,1403.2,4,2,2,8,New Customers,Mumbai,Tier 1
CUST01312,419,2,2768.7999999999997,2,3,3,8,Hibernating,Coimbatore,Tier 2
CUST01313,3,1,3136.82,5,2,3,10,New Customers,Chennai,Tier 1
CUST01314,451,2,5344.58,2,3,4,9,Hibernating,Surat,Tier 2
CUST01315,76,5,5876.79,5,5,4,14,Champions,Hyderabad,Tier 1
CUST01316,207,2,3553.79,3,3,3,9,Potential Loyalists,Pune,Tier 1
CUST01317,3,1,922.18,5,2,1,8,New Customers,Chennai,Tier 1
CUST01318,654,1,597.8,1,2,1,4,Lost,Ahmedabad,Tier 1
CUST01319,527,1,4405.9,1,2,4,7,Hibernating,Mumbai,Tier 1
CUST01320,220,1,3918.37,3,2,3,8,Need Attention,Mumbai,Tier 1
CUST01321,198,1,407.08,4,2,1,7,New Customers,Delhi,Tier 1
CUST01322,570,4,4683.0599999999995,1,5,4,10,At Risk (High Value),Delhi,Tier 1
CUST01323,160,2,7630.389999999999,4,3,5,12,Loyal Customers,Indore,Tier 2
CUST01325,444,1,2329.02,2,2,2,6,Lost,Mysuru,Tier 3
CUST01326,27,2,1543.8400000000001,5,3,2,10,Loyal Customers,Bengaluru,Tier 1
CUST01327,27,1,1442.1,5,2,2,9,New Customers,Delhi,Tier 1
CUST01328,29,1,4128.23,5,2,3,10,New Customers,Lucknow,Tier 2
CUST01330,491,1,9331.68,1,2,5,8,Hibernating,Chennai,Tier 1
CUST01332,23,2,3494.33,5,3,3,11,Loyal Customers,Ahmedabad,Tier 1
CUST01333,32,2,3127.57,5,3,3,11,Loyal Customers,Delhi,Tier 1
CUST01334,486,3,7124.49,2,4,5,11,At Risk (High Value),Dehradun,Tier 3
CUST01336,2,1,3988.81,5,2,3,10,New Customers,Pune,Tier 1
CUST01337,308,3,7186.25,3,4,5,12,Potential Loyalists,Delhi,Tier 1
CUST01338,567,4,5539.33,1,5,4,10,At Risk (High Value),Pune,Tier 1
CUST01339,468,4,12559.32,2,5,5,12,At Risk (High Value),Mumbai,Tier 1
CUST01340,533,1,2430.74,1,2,2,5,Lost,Mumbai,Tier 1
CUST01341,63,4,8524.2,5,5,5,15,Champions,Bengaluru,Tier 1
CUST01342,161,2,3594.06,4,3,3,10,Loyal Customers,Hyderabad,Tier 1
CUST01343,509,2,4912.06,1,3,4,8,Hibernating,Indore,Tier 2
CUST01344,212,1,2701.07,3,2,3,8,Need Attention,Ahmedabad,Tier 1
CUST01347,178,2,4749.66,4,3,4,11,Loyal Customers,Bengaluru,Tier 1
CUST01348,149,2,3133.64,4,3,3,10,Loyal Customers,Hyderabad,Tier 1
CUST01349,241,2,4092.87,3,3,3,9,Potential Loyalists,Amritsar,Tier 3
CUST01350,83,5,7745.74,4,5,5,14,Champions,Mumbai,Tier 1
CUST01351,289,5,7463.83,3,5,5,13,Potential Loyalists,Indore,Tier 2
CUST01352,117,5,12820.339999999998,4,5,5,14,Champions,Kolkata,Tier 1
CUST01353,629,1,2369.54,1,2,2,5,Lost,Hyderabad,Tier 1
CUST01354,641,2,3917.1499999999996,1,3,3,7,Hibernating,Ahmedabad,Tier 1
CUST01355,163,1,2290.9,4,2,2,8,New Customers,Chennai,Tier 1
CUST01357,364,1,2641.02,2,2,3,7,Hibernating,Coimbatore,Tier 2
CUST01358,570,2,2767.42,1,3,3,7,Hibernating,Hyderabad,Tier 1
CUST01359,54,2,2847.24,5,3,3,11,Loyal Customers,Bengaluru,Tier 1
CUST01360,124,3,2529.9700000000003,4,4,2,10,Loyal Customers,Kolkata,Tier 1
CUST01362,36,4,3487.78,5,5,3,13,Loyal Customers,Delhi,Tier 1
CUST01363,49,1,1183.13,5,2,1,8,New Customers,Kolkata,Tier 1
CUST01364,167,2,2580.4300000000003,4,3,2,9,Loyal Customers,Kolkata,Tier 1
CUST01365,184,3,1974.3200000000002,4,4,2,10,Loyal Customers,Ahmedabad,Tier 1
CUST01366,6,1,1247.66,5,2,1,8,New Customers,Mumbai,Tier 1
CUST01367,624,2,3896.15,1,3,3,7,Hibernating,Ahmedabad,Tier 1
CUST01368,572,2,3546.35,1,3,3,7,Hibernating,Visakhapatnam,Tier 2
CUST01369,327,1,4650.1,3,2,4,9,Need Attention,Delhi,Tier 1
CUST01370,128,1,361.62,4,2,1,7,New Customers,Delhi,Tier 1
CUST01371,218,2,6592.21,3,3,4,10,Potential Loyalists,Raipur,Tier 3
CUST01372,579,3,6372.18,1,4,4,9,At Risk (High Value),Delhi,Tier 1
CUST01373,409,2,4246.0199999999995,2,3,3,8,Hibernating,Indore,Tier 2
CUST01374,430,3,3512.9,2,4,3,9,Hibernating,Chennai,Tier 1
CUST01375,182,4,1854.69,4,5,2,11,Loyal Customers,Delhi,Tier 1
CUST01376,51,4,1700.21,5,5,2,12,Loyal Customers,Indore,Tier 2
CUST01377,47,2,5294.41,5,3,4,12,Loyal Customers,Hyderabad,Tier 1
CUST01378,106,3,4129.16,4,4,3,11,Loyal Customers,Chennai,Tier 1
CUST01379,411,4,5765.66,2,5,4,11,At Risk (High Value),Bengaluru,Tier 1
CUST01380,229,4,4553.42,3,5,4,12,Potential Loyalists,Kolkata,Tier 1
CUST01381,382,2,2340.6,2,3,2,7,Hibernating,Delhi,Tier 1
CUST01382,466,2,8740.56,2,3,5,10,Hibernating,Hyderabad,Tier 1
CUST01384,86,1,3215.88,4,2,3,9,New Customers,Bengaluru,Tier 1
CUST01385,118,1,361.39,4,2,1,7,New Customers,Pune,Tier 1
CUST01386,183,1,750.41,4,2,1,7,New Customers,Bengaluru,Tier 1
CUST01387,93,1,1529.8,4,2,2,8,New Customers,Jaipur,Tier 2
CUST01389,493,1,533.74,1,2,1,4,Lost,Raipur,Tier 3
CUST01390,71,4,3222.6800000000003,5,5,3,13,Loyal Customers,Hyderabad,Tier 1
CUST01391,216,1,1418.62,3,2,2,7,Need Attention,Delhi,Tier 1
CUST01392,51,1,195.07,5,2,1,8,New Customers,Mumbai,Tier 1
CUST01393,544,2,4230.8,1,3,3,7,Hibernating,Delhi,Tier 1
CUST01394,496,1,2460.09,1,2,2,5,Lost,Chennai,Tier 1
CUST01395,651,1,1560.24,1,2,2,5,Lost,Bengaluru,Tier 1
CUST01396,216,1,372.21,3,2,1,6,Need Attention,Surat,Tier 2
CUST01397,390,3,6539.93,2,4,4,10,At Risk (High Value),Hyderabad,Tier 1
CUST01398,133,1,1426.19,4,2,2,8,New Customers,Delhi,Tier 1
CUST01399,172,1,1136.82,4,2,1,7,New Customers,Kolkata,Tier 1
CUST01400,223,1,879.43,3,2,1,6,Need Attention,Pune,Tier 1
CUST01401,429,1,1219.96,2,2,1,5,Lost,Delhi,Tier 1
CUST01402,71,2,2211.7200000000003,5,3,2,10,Loyal Customers,Delhi,Tier 1
CUST01403,629,2,4905.63,1,3,4,8,Hibernating,Mumbai,Tier 1
CUST01404,127,3,4523.9800000000005,4,4,4,12,Champions,Ahmedabad,Tier 1
CUST01405,476,1,628.48,2,2,1,5,Lost,Pune,Tier 1
CUST01406,311,6,7445.85,3,5,5,13,Potential Loyalists,Chennai,Tier 1
CUST01407,620,2,4020.0,1,3,3,7,Hibernating,Nagpur,Tier 2
CUST01408,120,1,3386.26,4,2,3,9,New Customers,Lucknow,Tier 2
CUST01409,526,1,1941.23,1,2,2,5,Lost,Kolkata,Tier 1
CUST01410,64,1,931.59,5,2,1,8,New Customers,Indore,Tier 2
CUST01411,77,1,980.83,5,2,1,8,New Customers,Delhi,Tier 1
CUST01412,38,2,3264.17,5,3,3,11,Loyal Customers,Mumbai,Tier 1
CUST01414,155,3,5671.87,4,4,4,12,Champions,Mumbai,Tier 1
CUST01415,303,1,660.67,3,2,1,6,Need Attention,Chennai,Tier 1
CUST01416,82,3,3771.43,4,4,3,11,Loyal Customers,Vadodara,Tier 2
CUST01417,163,1,6098.16,4,2,4,10,New Customers,Mumbai,Tier 1
CUST01418,273,4,6600.759999999999,3,5,4,12,Potential Loyalists,Mumbai,Tier 1
CUST01420,334,2,1674.7,3,3,2,8,Potential Loyalists,Vadodara,Tier 2
CUST01421,131,1,3233.76,4,2,3,9,New Customers,Bengaluru,Tier 1
CUST01422,370,2,4349.0599999999995,2,3,4,9,Hibernating,Chennai,Tier 1
CUST01423,183,3,6235.47,4,4,4,12,Champions,Mumbai,Tier 1
CUST01424,419,2,4526.799999999999,2,3,4,9,Hibernating,Delhi,Tier 1
CUST01425,601,1,1033.87,1,2,1,4,Lost,Amritsar,Tier 3
CUST01426,133,1,878.08,4,2,1,7,New Customers,Ranchi,Tier 3
CUST01427,16,1,2344.63,5,2,2,9,New Customers,Mumbai,Tier 1
CUST01428,284,1,892.91,3,2,1,6,Need Attention,Nashik,Tier 2
CUST01429,321,3,3397.6400000000003,3,4,3,10,Potential Loyalists,Kolkata,Tier 1
CUST01430,293,1,801.01,3,2,1,6,Need Attention,Indore,Tier 2
CUST01431,52,1,1247.8,5,2,1,8,New Customers,Hyderabad,Tier 1
CUST01432,101,2,14592.67,4,3,5,12,Loyal Customers,Chennai,Tier 1
CUST01433,405,3,8111.219999999999,2,4,5,11,At Risk (High Value),Chennai,Tier 1
CUST01435,34,2,1987.28,5,3,2,10,Loyal Customers,Delhi,Tier 1
CUST01436,31,1,502.78,5,2,1,8,New Customers,Mumbai,Tier 1
CUST01437,304,5,8918.91,3,5,5,13,Potential Loyalists,Bengaluru,Tier 1
CUST01438,314,1,2085.02,3,2,2,7,Need Attention,Pune,Tier 1
CUST01439,30,2,2274.51,5,3,2,10,Loyal Customers,Delhi,Tier 1
CUST01440,149,2,3241.09,4,3,3,10,Loyal Customers,Pune,Tier 1
CUST01441,357,3,2324.57,2,4,2,8,Hibernating,Raipur,Tier 3
CUST01442,243,1,4649.99,3,2,4,9,Need Attention,Mumbai,Tier 1
CUST01443,191,2,4293.65,4,3,4,11,Loyal Customers,Pune,Tier 1
CUST01444,87,1,2278.17,4,2,2,8,New Customers,Hyderabad,Tier 1
CUST01445,359,1,1424.6,2,2,2,6,Lost,Indore,Tier 2
CUST01447,3,6,10314.15,5,5,5,15,Champions,Pune,Tier 1
CUST01448,511,2,4258.94,1,3,4,8,Hibernating,Nagpur,Tier 2
CUST01449,59,3,8506.09,5,4,5,14,Champions,Kanpur,Tier 2
CUST01451,307,1,6275.79,3,2,4,9,Need Attention,Chennai,Tier 1
CUST01452,97,1,1500.01,4,2,2,8,New Customers,Kolkata,Tier 1
CUST01453,513,3,8903.01,1,4,5,10,At Risk (High Value),Indore,Tier 2
CUST01454,371,3,2857.55,2,4,3,9,Hibernating,Kolkata,Tier 1
CUST01455,170,2,1778.15,4,3,2,9,Loyal Customers,Mumbai,Tier 1
CUST01456,240,1,849.42,3,2,1,6,Need Attention,Vadodara,Tier 2
CUST01457,270,2,7225.139999999999,3,3,5,11,Potential Loyalists,Pune,Tier 1
CUST01458,386,2,3114.1,2,3,3,8,Hibernating,Pune,Tier 1
CUST01459,308,1,3503.57,3,2,3,8,Need Attention,Delhi,Tier 1
CUST01460,153,4,7042.46,4,5,5,14,Champions,Pune,Tier 1
CUST01461,380,1,2742.72,2,2,3,7,Hibernating,Hyderabad,Tier 1
CUST01462,64,3,4112.93,5,4,3,12,Loyal Customers,Pune,Tier 1
CUST01463,191,2,2805.42,4,3,3,10,Loyal Customers,Mumbai,Tier 1
CUST01464,714,1,2245.4,1,2,2,5,Lost,Pune,Tier 1
CUST01466,184,1,4043.02,4,2,3,9,New Customers,Mumbai,Tier 1
CUST01467,376,1,2841.52,2,2,3,7,Hibernating,Mysuru,Tier 3
CUST01468,101,2,5159.85,4,3,4,11,Loyal Customers,Hyderabad,Tier 1
CUST01469,438,3,1361.24,2,4,2,8,Hibernating,Indore,Tier 2
CUST01470,67,1,256.71,5,2,1,8,New Customers,Jaipur,Tier 2
CUST01471,487,2,4904.610000000001,2,3,4,9,Hibernating,Kolkata,Tier 1
CUST01472,354,1,2229.51,2,2,2,6,Lost,Ahmedabad,Tier 1
CUST01473,374,1,464.89,2,2,1,5,Lost,Bhopal,Tier 2
CUST01474,47,2,4150.46,5,3,3,11,Loyal Customers,Hyderabad,Tier 1
CUST01475,145,1,1632.19,4,2,2,8,New Customers,Bengaluru,Tier 1
CUST01476,291,1,1839.22,3,2,2,7,Need Attention,Pune,Tier 1
CUST01477,580,1,2468.77,1,2,2,5,Lost,Lucknow,Tier 2
CUST01478,39,6,13850.189999999999,5,5,5,15,Champions,Jaipur,Tier 2
CUST01479,503,3,6122.4400000000005,1,4,4,9,At Risk (High Value),Lucknow,Tier 2
CUST01480,37,1,816.74,5,2,1,8,New Customers,Hyderabad,Tier 1
CUST01481,579,1,7755.12,1,2,5,8,Hibernating,Surat,Tier 2
CUST01482,191,3,9420.45,4,4,5,13,Champions,Mumbai,Tier 1
CUST01483,6,4,8760.2,5,5,5,15,Champions,Chennai,Tier 1
CUST01485,49,7,18912.51,5,5,5,15,Champions,Bengaluru,Tier 1
CUST01486,290,7,21102.12,3,5,5,13,Potential Loyalists,Hyderabad,Tier 1
CUST01487,3,5,7331.93,5,5,5,15,Champions,Hyderabad,Tier 1
CUST01488,596,2,1799.96,1,3,2,6,Hibernating,Pune,Tier 1
CUST01489,431,1,2778.61,2,2,3,7,Hibernating,Hyderabad,Tier 1
CUST01491,506,4,5899.92,1,5,4,10,At Risk (High Value),Delhi,Tier 1
CUST01492,568,2,3540.56,1,3,3,7,Hibernating,Hyderabad,Tier 1
CUST01493,151,4,6098.8099999999995,4,5,4,13,Champions,Delhi,Tier 1
CUST01494,638,1,246.21,1,2,1,4,Lost,Mumbai,Tier 1
CUST01495,446,3,7857.66,2,4,5,11,At Risk (High Value),Kolkata,Tier 1
CUST01496,357,5,10410.18,2,5,5,12,At Risk (High Value),Pune,Tier 1
CUST01498,11,5,7619.06,5,5,5,15,Champions,Hyderabad,Tier 1
CUST01499,263,3,2252.07,3,4,2,9,Potential Loyalists,Hyderabad,Tier 1
CUST01500,441,3,9600.93,2,4,5,11,At Risk (High Value),Indore,Tier 2
CUST01501,385,1,581.15,2,2,1,5,Lost,Chennai,Tier 1
CUST01502,214,1,535.11,3,2,1,6,Need Attention,Chennai,Tier 1
CUST01503,90,1,682.16,4,2,1,7,New Customers,Mumbai,Tier 1
CUST01504,257,1,762.06,3,2,1,6,Need Attention,Bengaluru,Tier 1
CUST01505,109,2,2346.71,4,3,2,9,Loyal Customers,Hyderabad,Tier 1
CUST01506,22,1,922.15,5,2,1,8,New Customers,Hyderabad,Tier 1
CUST01508,286,2,3111.2,3,3,3,9,Potential Loyalists,Chennai,Tier 1
CUST01509,308,2,5184.74,3,3,4,10,Potential Loyalists,Kolkata,Tier 1
CUST01510,274,1,296.34,3,2,1,6,Need Attention,Jaipur,Tier 2
CUST01511,429,1,1228.55,2,2,1,5,Lost,Surat,Tier 2
CUST01513,442,1,201.42,2,2,1,5,Lost,Nashik,Tier 2
CUST01514,181,6,8154.1900000000005,4,5,5,14,Champions,Mumbai,Tier 1
CUST01515,233,5,12402.47,3,5,5,13,Potential Loyalists,Delhi,Tier 1
CUST01516,22,1,1147.03,5,2,1,8,New Customers,Mumbai,Tier 1
CUST01518,46,2,5692.04,5,3,4,12,Loyal Customers,Coimbatore,Tier 2
CUST01519,168,3,5569.86,4,4,4,12,Champions,Delhi,Tier 1
CUST01520,11,1,1952.17,5,2,2,9,New Customers,Patna,Tier 2
CUST01521,207,7,8301.18,3,5,5,13,Potential Loyalists,Mumbai,Tier 1
CUST01522,234,2,3889.53,3,3,3,9,Potential Loyalists,Vadodara,Tier 2
CUST01523,500,5,14045.59,1,5,5,11,At Risk (High Value),Bengaluru,Tier 1
CUST01524,547,1,1999.16,1,2,2,5,Lost,Mumbai,Tier 1
CUST01525,7,5,5487.59,5,5,4,14,Champions,Chennai,Tier 1
CUST01527,357,2,4831.93,2,3,4,9,Hibernating,Bengaluru,Tier 1
CUST01528,147,2,5001.69,4,3,4,11,Loyal Customers,Bengaluru,Tier 1
CUST01529,305,3,8175.57,3,4,5,12,Potential Loyalists,Lucknow,Tier 2
CUST01531,336,8,13543.15,3,5,5,13,Potential Loyalists,Bengaluru,Tier 1
CUST01532,273,1,612.12,3,2,1,6,Need Attention,Kolkata,Tier 1
CUST01533,606,2,3300.31,1,3,3,7,Hibernating,Ahmedabad,Tier 1
CUST01534,42,1,5269.84,5,2,4,11,New Customers,Bengaluru,Tier 1
CUST01535,581,1,545.97,1,2,1,4,Lost,Hyderabad,Tier 1
CUST01536,296,2,5695.0599999999995,3,3,4,10,Potential Loyalists,Mumbai,Tier 1
CUST01537,182,2,568.73,4,3,1,8,Loyal Customers,Delhi,Tier 1
CUST01538,99,1,470.23,4,2,1,7,New Customers,Pune,Tier 1
CUST01539,309,1,1616.2,3,2,2,7,Need Attention,Delhi,Tier 1
CUST01540,31,2,3259.6099999999997,5,3,3,11,Loyal Customers,Chennai,Tier 1
CUST01541,2,2,1570.4399999999998,5,3,2,10,Loyal Customers,Pune,Tier 1
CUST01542,3,7,14427.82,5,5,5,15,Champions,Mumbai,Tier 1
CUST01543,160,1,692.81,4,2,1,7,New Customers,Kolkata,Tier 1
CUST01544,335,1,3692.03,3,2,3,8,Need Attention,Bengaluru,Tier 1
CUST01545,626,1,2357.73,1,2,2,5,Lost,Guwahati,Tier 3
CUST01546,382,1,223.29,2,2,1,5,Lost,Chennai,Tier 1
CUST01547,336,4,2666.11,3,5,3,11,Potential Loyalists,Lucknow,Tier 2
CUST01548,133,3,3490.84,4,4,3,11,Loyal Customers,Chennai,Tier 1
CUST01549,320,1,552.34,3,2,1,6,Need Attention,Mumbai,Tier 1
CUST01550,690,1,1326.31,1,2,2,5,Lost,Kolkata,Tier 1
CUST01551,484,1,1341.18,2,2,2,6,Lost,Nashik,Tier 2
CUST01552,44,1,1186.66,5,2,1,8,New Customers,Kolkata,Tier 1
CUST01553,45,5,13440.699999999999,5,5,5,15,Champions,Surat,Tier 2
CUST01554,399,1,1226.8,2,2,1,5,Lost,Bhopal,Tier 2
CUST01556,55,2,2200.68,5,3,2,10,Loyal Customers,Delhi,Tier 1
CUST01557,70,4,6104.25,5,5,4,14,Champions,Kolkata,Tier 1
CUST01558,628,2,5393.84,1,3,4,8,Hibernating,Hyderabad,Tier 1
